title,production_countries,revenue,id,genres,vote_count,original_language,imdb_id,release_date,popularity,budget,vote_average,runtime
Finding Love in Mountain View,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,729348,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]",29,en,tt11399362,2020-09-30,6.369,0,6.552,92
Don't Call it Mystery,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",0,1064669,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]",7,ja,tt27554389,2023-09-15,6.367,0,7.4,129
An Autumn Summer,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1360812,"[{'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",0,en,tt14752458,2024-10-12,6.363,0,0.0,98
Joyride,"[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",0,762361,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",39,en,tt13515090,2022-07-29,6.363,0,5.962,94
Lambran da Laana,"[{'iso_3166_1': 'IN', 'name': 'India'}]",0,1234556,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",0,pa,tt30476273,2024-01-26,6.36,0,0.0,130
M,"[{'iso_3166_1': 'HR', 'name': 'Croatia'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GR', 'name': 'Greece'}, {'iso_3166_1': 'XK', 'name': 'Kosovo'}, {'iso_3166_1': 'LU', 'name': 'Luxembourg'}, {'iso_3166_1': 'MK', 'name': 'Macedonia'}]",0,829361,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",45,mk,tt11076026,2023-10-05,6.36,0,7.689,96
El rei Peret,"[{'iso_3166_1': 'ES', 'name': 'Spain'}]",0,1286015,"[{'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]",2,ca,tt29515761,2024-04-25,6.357,0,7.0,0
"Here Today, Gone Tomorrow","[{'iso_3166_1': 'PL', 'name': 'Poland'}]",0,1358894,"[{'id': 99, 'name': 'Documentary'}]",0,es,,2024-10-11,6.354,0,0.0,72
Let Free the Curse of Taekwondo,"[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",0,1303599,"[{'id': 10749, 'name': 'Romance'}]",0,ko,,2024-07-07,6.353,0,0.0,154
Ayalaan,"[{'iso_3166_1': 'IN', 'name': 'India'}]",0,755388,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",7,ta,tt7892066,2024-01-12,6.353,12000000,5.143,156
Us or Them,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",0,978419,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",8,en,tt20420930,2023-09-08,6.352,0,4.625,86
A Nose and Three Eyes,"[{'iso_3166_1': 'EG', 'name': 'Egypt'}]",0,1201758,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",1,ar,,2024-01-31,6.349,0,5.0,105
Violett,"[{'iso_3166_1': 'AU', 'name': 'Australia'}]",0,1136487,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",5,en,tt15417358,2024-06-10,6.349,0,4.4,102
Chasing Johnny,"[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}]",0,1001019,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",7,fr,tt28374926,2024-05-08,6.348,3200000,5.4,106
Giannis: The Marvelous Journey,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1231942,"[{'id': 99, 'name': 'Documentary'}]",22,en,tt30895834,2024-02-19,6.343,0,7.25,109
Until the Music is Over,"[{'iso_3166_1': 'BR', 'name': 'Brazil'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",0,1174034,"[{'id': 18, 'name': 'Drama'}]",1,pt,tt29808331,2023-10-13,6.342,0,8.0,97
Meet Me at the Christmas Train Parade,"[{'iso_3166_1': 'CA', 'name': 'Canada'}]",0,1180406,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",0,en,tt26760944,2024-07-20,6.341,366421,0.0,90
"Lovely, Dark, and Deep","[{'iso_3166_1': 'PT', 'name': 'Portugal'}]",0,1062528,"[{'id': 27, 'name': 'Horror'}]",36,en,tt15560132,2023-07-23,6.339,0,5.361,87
I Believe in Santa,"[{'iso_3166_1': 'PL', 'name': 'Poland'}]",0,1175535,"[{'id': 35, 'name': 'Comedy'}]",2,pl,tt19631454,2023-11-10,6.335,0,5.0,93
God with Three Eyes,"[{'iso_3166_1': 'CN', 'name': 'China'}]",0,667744,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",0,zh,tt31040111,2024-07-13,6.334,0,0.0,0
"Christopher Reeve, Superman Forever","[{'iso_3166_1': 'FR', 'name': 'France'}]",0,1356119,"[{'id': 99, 'name': 'Documentary'}]",2,fr,,2024-09-28,6.333,0,9.0,60
Francoeur : On achève bien les rockers,"[{'iso_3166_1': 'CA', 'name': 'Canada'}]",0,1181664,"[{'id': 99, 'name': 'Documentary'}]",0,fr,tt29265010,2023-12-08,6.332,0,0.0,0
Sijjin,"[{'iso_3166_1': 'ID', 'name': 'Indonesia'}]",1778572,1127087,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",10,id,tt27641085,2023-11-09,6.332,0,6.1,100
Dead Dead Demon's Dededede Destruction Part 1,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2133954,1172228,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",3,ja,tt28813376,2024-03-22,6.331,0,8.0,120
"Orlando, My Political Biography","[{'iso_3166_1': 'FR', 'name': 'France'}]",93854,1077683,"[{'id': 99, 'name': 'Documentary'}]",11,fr,tt26448981,2023-09-14,6.327,0,6.682,99
Chers parents,"[{'iso_3166_1': 'FR', 'name': 'France'}]",0,1261141,"[{'id': 35, 'name': 'Comedy'}]",0,fr,,2024-03-17,6.324,0,0.0,0
In God They Trust,"[{'iso_3166_1': 'FR', 'name': 'France'}]",0,1358892,"[{'id': 99, 'name': 'Documentary'}]",0,fr,,2024-10-11,6.323,0,0.0,86
Clearing,"[{'iso_3166_1': 'PL', 'name': 'Poland'}]",0,1358835,"[{'id': 53, 'name': 'Thriller'}]",0,pl,,2024-10-11,6.323,0,0.0,81
Hind's Hall,[],0,1363809,[],0,en,,2024-10-03,6.322,0,0.0,10
The Monsters Without,[],0,677157,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",19,en,tt8520912,2023-04-28,6.322,0,6.7,89
A Greyhound of a Girl,"[{'iso_3166_1': 'EE', 'name': 'Estonia'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'LV', 'name': 'Latvia'}, {'iso_3166_1': 'LU', 'name': 'Luxembourg'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",0,588564,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",14,en,tt17526454,2023-11-23,6.322,0,7.179,89
Christmas Eve in Miller’s Point,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1073650,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",0,en,tt25052668,2024-11-14,6.321,0,0.0,106
Supereroi,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",0,1359404,"[{'id': 18, 'name': 'Drama'}]",0,it,,2024-10-11,6.319,0,0.0,97
Kadaisi Ulaga Por,[],0,1318349,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1,ta,tt32991468,2024-09-20,6.319,0,7.0,139
Bitter Gold,"[{'iso_3166_1': 'CL', 'name': 'Chile'}, {'iso_3166_1': 'MX', 'name': 'Mexico'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'UY', 'name': 'Uruguay'}]",0,1358791,"[{'id': 18, 'name': 'Drama'}]",0,es,,2024-10-11,6.318,0,0.0,83
The Edge of the Blade,"[{'iso_3166_1': 'FR', 'name': 'France'}]",0,960044,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",54,fr,tt28106865,2023-12-27,6.318,0,6.556,101
Cantaloupe-a-dopamine and the Dance of the Melonless Mind,[],0,1335774,[],0,en,,2024-10-11,6.317,0,0.0,9
Eiffel Tower: Building the Impossible,"[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'FR', 'name': 'France'}]",0,1217775,"[{'id': 99, 'name': 'Documentary'}, {'id': 10770, 'name': 'TV Movie'}]",2,fr,tt30442047,2023-12-05,6.314,0,8.5,91
A Night for LeMarc,[],0,1364628,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",0,sv,,2024-10-11,6.313,0,0.0,88
How Kids Roll,"[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1047869,"[{'id': 18, 'name': 'Drama'}]",6,en,tt5916266,2024-03-28,6.311,0,6.5,113
Lisabi: The Uprising,[],0,1362418,"[{'id': 18, 'name': 'Drama'}]",7,yo,tt33255000,2024-09-27,6.31,0,8.0,107
Mandakini,"[{'iso_3166_1': 'IN', 'name': 'India'}]",0,1259108,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",4,ml,tt32089689,2024-05-24,6.31,0,4.25,125
Fated,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1293088,"[{'id': 53, 'name': 'Thriller'}]",0,en,tt29353645,2024-03-06,6.309,0,0.0,93
The Doomsday Cult of Antares de la Luz,"[{'iso_3166_1': 'ES', 'name': 'Spain'}]",0,1279863,"[{'id': 99, 'name': 'Documentary'}]",22,es,tt32055642,2024-04-25,6.308,0,6.841,100
The Man Who Loved UFOs,"[{'iso_3166_1': 'AR', 'name': 'Argentina'}]",0,1190469,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",0,es,tt33051716,2024-09-20,6.307,0,0.0,107
Othelo The Great,"[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",0,1174445,"[{'id': 99, 'name': 'Documentary'}]",0,pt,tt29372038,2024-09-05,6.306,0,0.0,83
The Chapel,"[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'NL', 'name': 'Netherlands'}]",0,1000569,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10402, 'name': 'Music'}]",3,nl,tt9049058,2023-02-08,6.304,2290000,5.333,96
Paradise,"[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",0,1307899,"[{'id': 99, 'name': 'Documentary'}]",0,pt,,2024-10-11,6.303,0,0.0,0
Adbhut,"[{'iso_3166_1': 'IN', 'name': 'India'}]",0,881614,"[{'id': 53, 'name': 'Thriller'}]",0,hi,tt15560952,2024-09-15,6.301,0,0.0,0
Black Box Diaries,"[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1214499,"[{'id': 99, 'name': 'Documentary'}]",0,ja,tt30227076,2024-10-25,6.3,0,0.0,103
Becky and Badette,"[{'iso_3166_1': 'PH', 'name': 'Philippines'}]",0,1181465,"[{'id': 35, 'name': 'Comedy'}]",2,tl,tt29544878,2023-12-25,6.3,13000000,7.5,116
Peaceful,"[{'iso_3166_1': 'FR', 'name': 'France'}]",0,654323,"[{'id': 18, 'name': 'Drama'}]",93,fr,tt11093266,2021-07-16,6.297,0,7.14,120
Bakuryū Sentai Abarenjā 20th: Yurusa Rezaru Abare,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",0,1042228,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",4,ja,tt23138370,2023-09-01,6.292,0,7.75,59
Kulej. All That Glitters Isn’t Gold,"[{'iso_3166_1': 'PL', 'name': 'Poland'}]",0,1158010,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",1,pl,tt12846204,2024-09-28,6.291,0,5.0,139
The Green Perfume,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'BE', 'name': 'Belgium'}]",0,950053,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",85,fr,tt15732372,2022-12-21,6.291,7800000,5.306,101
Dahomey,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'SN', 'name': 'Senegal'}]",0,1101256,"[{'id': 99, 'name': 'Documentary'}]",12,fr,tt31015216,2024-09-11,6.287,0,6.9,68
Blaze Starr Goes Nudist,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,50948,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",11,en,tt0053658,1962-07-01,6.287,0,4.3,75
Super Princess,"[{'iso_3166_1': 'CN', 'name': 'China'}]",0,1360867,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",0,zh,,2024-09-28,6.284,0,0.0,0
Big Shadow,"[{'iso_3166_1': 'AR', 'name': 'Argentina'}]",0,1058536,"[{'id': 18, 'name': 'Drama'}]",0,es,tt29102415,2024-09-26,6.282,0,0.0,83
Girls und Panzer das Finale: Part IV,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",0,1051192,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",3,ja,tt28821523,2023-10-06,6.282,0,8.667,54
Kane,[],0,1190150,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",12,en,tt14852614,2023-11-10,6.279,0,4.792,79
Maixabel,"[{'iso_3166_1': 'ES', 'name': 'Spain'}]",0,814312,"[{'id': 18, 'name': 'Drama'}]",102,es,tt14077696,2021-09-24,6.279,0,7.2,115
Coyote Woman,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1316675,"[{'id': 37, 'name': 'Western'}]",1,en,tt21034958,2024-05-01,6.278,0,3.0,111
Family,"[{'iso_3166_1': 'IN', 'name': 'India'}]",0,979356,"[{'id': 18, 'name': 'Drama'}]",0,ml,tt23337204,2024-02-22,6.278,0,0.0,111
Sam & Lola,"[{'iso_3166_1': 'FR', 'name': 'France'}]",0,1361526,[],0,fr,,2024-10-11,6.276,0,0.0,21
Mosquito Lady,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1181075,"[{'id': 27, 'name': 'Horror'}]",0,en,tt27052819,2023-10-07,6.276,0,0.0,13
All That Remains,"[{'iso_3166_1': 'RO', 'name': 'Romania'}]",0,1358940,"[{'id': 18, 'name': 'Drama'}]",0,ro,,2024-10-11,6.274,0,0.0,24
Breaking the Ice,[],0,1330279,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",0,en,tt33015766,2024-07-27,6.271,0,0.0,71
Chō Eiyū-Sai KAMEN RIDER × SUPER SENTAI LIVE & SHOW 2023,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",0,1075921,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}]",0,ja,,2023-02-09,6.267,0,0.0,171
Seven Veils,"[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'FI', 'name': 'Finland'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1083782,"[{'id': 18, 'name': 'Drama'}]",0,en,tt26671415,2024-09-26,6.262,0,0.0,107
Endless Borders,"[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'IR', 'name': 'Iran'}]",0,1063695,"[{'id': 18, 'name': 'Drama'}]",2,fa,tt26345645,2023-02-02,6.262,0,7.0,111
Winder,"[{'iso_3166_1': 'AR', 'name': 'Argentina'}]",0,1183952,"[{'id': 53, 'name': 'Thriller'}]",0,es,,2024-02-15,6.261,100,0.0,8
Omen,"[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'CD', 'name': 'Congo'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'NL', 'name': 'Netherlands'}, {'iso_3166_1': 'SA', 'name': 'Saudi Arabia'}, {'iso_3166_1': 'ZA', 'name': 'South Africa'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",29498,889818,"[{'id': 18, 'name': 'Drama'}]",17,fr,tt21086802,2023-11-15,6.261,1046000,6.118,90
The Desert of the Tartars,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",0,48203,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",85,it,tt0074400,1976-10-29,6.256,0,6.771,140
"Rock It, Stone Fish!","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",0,1033784,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",1,ru,tt27524697,2024-01-18,6.254,0,7.0,99
Mr. Blake At Your Service!,"[{'iso_3166_1': 'FR', 'name': 'France'}]",0,792614,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",39,fr,tt18224752,2023-11-01,6.252,6700000,6.538,100
Love Like Honey,"[{'iso_3166_1': 'PL', 'name': 'Poland'}]",0,1230286,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",3,pl,,2024-02-09,6.251,0,7.0,100
The Love Gala,"[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1053482,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",6,en,tt23830494,2023-05-22,6.251,0,4.7,90
The Jewel Thief,"[{'iso_3166_1': 'AT', 'name': 'Austria'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1109715,"[{'id': 99, 'name': 'Documentary'}, {'id': 80, 'name': 'Crime'}]",27,en,tt27447330,2023-07-13,6.25,0,5.889,100
Zim Zim Ala Kazim,"[{'iso_3166_1': 'MY', 'name': 'Malaysia'}]",0,1296291,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",0,ms,tt32467131,2024-06-13,6.249,0,0.0,100
Crocodylus: Mating Season,[],0,1213674,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",3,en,tt26941875,2023-12-07,6.243,100000,5.3,86
Kafka,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",0,2297,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",133,en,tt0102181,1991-11-15,6.238,11000000,6.357,98
Crackcoon,[],0,1118608,"[{'id': 27, 'name': 'Horror'}]",0,en,tt27240621,2024-10-01,6.237,0,0.0,0
Capivara - Arte Rupestre no Sul do Piauí,"[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",0,1361539,"[{'id': 99, 'name': 'Documentary'}]",0,pt,,2024-10-03,6.235,0,0.0,0
O Arquiteto do Rio,"[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",0,1361535,"[{'id': 99, 'name': 'Documentary'}]",0,pt,,2024-10-03,6.235,0,0.0,0
Viagem ao Fado Brasileiro,"[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",0,1361513,"[{'id': 99, 'name': 'Documentary'}]",0,pt,,2024-10-03,6.235,0,0.0,0
Bad Behind Bars: Jodi Arias,"[{'iso_3166_1': 'CA', 'name': 'Canada'}]",0,1074291,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",6,en,tt23695384,2023-01-21,6.234,0,6.7,88
Red Sun Rising,"[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'JP', 'name': 'Japan'}]",0,140561,"[{'id': 28, 'name': 'Action'}]",8,en,tt0107937,1994-09-01,6.232,0,4.75,99
Happy Birthday Jim Henson,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1361319,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",1,en,,2024-09-24,6.225,0,10.0,1
On the Milky Road,"[{'iso_3166_1': 'RS', 'name': 'Serbia'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",0,255160,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",97,sr,tt2800340,2016-02-03,6.224,0,6.536,125
Travel Essentials,"[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'PL', 'name': 'Poland'}]",0,1309361,"[{'id': 18, 'name': 'Drama'}]",0,pl,tt33030054,2024-09-27,6.221,0,0.0,105
Hello Ghost!,"[{'iso_3166_1': 'TW', 'name': 'Taiwan'}]",0,993092,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",9,zh,tt28349905,2023-08-18,6.219,0,7.6,104
Wait,"[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",0,1354370,"[{'id': 53, 'name': 'Thriller'}]",0,sv,tt29291347,2024-10-03,6.217,0,0.0,0
Ramuvinte Manaivikal,[],0,1292905,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",0,ml,,2024-07-12,6.217,0,0.0,120
Libres,"[{'iso_3166_1': 'ES', 'name': 'Spain'}]",0,1107264,"[{'id': 99, 'name': 'Documentary'}]",6,es,tt26342123,2023-04-21,6.214,0,6.333,108
Stand By Me,"[{'iso_3166_1': 'CN', 'name': 'China'}]",0,1241915,"[{'id': 18, 'name': 'Drama'}]",1,zh,tt29256946,2024-09-13,6.213,0,3.0,127
Unstoppable,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1101448,"[{'id': 18, 'name': 'Drama'}]",0,en,tt27166821,2024-09-10,6.213,0,0.0,116
Siapa Buka Lampu,"[{'iso_3166_1': 'MY', 'name': 'Malaysia'}]",0,1079114,"[{'id': 27, 'name': 'Horror'}]",0,ms,,2024-07-04,6.213,0,0.0,92
Man and Witch: The Dance of a Thousand Steps,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",0,722941,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",4,en,tt12623434,2024-07-28,6.212,0,6.0,94
When the Light Breaks,"[{'iso_3166_1': 'HR', 'name': 'Croatia'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IS', 'name': 'Iceland'}, {'iso_3166_1': 'NL', 'name': 'Netherlands'}]",0,1257407,"[{'id': 18, 'name': 'Drama'}]",0,is,tt27476906,2024-10-17,6.211,0,0.0,82
Bisons,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'CH', 'name': 'Switzerland'}]",0,1004304,"[{'id': 18, 'name': 'Drama'}]",3,fr,tt21422618,2024-02-07,6.205,0,7.8,105
Deer Camp ‘86,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1041517,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}]",4,en,tt22184520,2024-05-31,6.202,0,6.75,85
V/H/S  - The lost tapes,"[{'iso_3166_1': 'NL', 'name': 'Netherlands'}]",19,1363650,"[{'id': 99, 'name': 'Documentary'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",0,en,,2024-09-29,6.198,30,0.0,16
Buddhawoman,"[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",0,1361533,"[{'id': 99, 'name': 'Documentary'}]",0,pt,,2024-10-03,6.198,0,0.0,0
A Turma do Maestro Junior,"[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",0,1361519,"[{'id': 99, 'name': 'Documentary'}]",0,pt,,2024-10-03,6.198,0,0.0,0
Ocupa SP,"[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",0,1361509,"[{'id': 99, 'name': 'Documentary'}]",0,pt,,2024-10-03,6.198,0,0.0,0
After Work,"[{'iso_3166_1': 'FI', 'name': 'Finland'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'NO', 'name': 'Norway'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",0,1091360,"[{'id': 99, 'name': 'Documentary'}]",3,en,tt10400026,2023-08-04,6.196,0,6.3,81
Afterwards,"[{'iso_3166_1': 'CA', 'name': 'Canada'}]",0,1202049,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",0,en,tt7680392,2024-12-25,6.195,290000,0.0,0
Le Molière imaginaire,"[{'iso_3166_1': 'FR', 'name': 'France'}]",0,1001143,"[{'id': 36, 'name': 'History'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",21,fr,tt26760837,2024-02-14,6.195,0,5.19,94
"Maar, Mama","[{'iso_3166_1': 'NL', 'name': 'Netherlands'}]",0,1358646,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",0,nl,,2024-09-25,6.194,10,0.0,17
The Lost Cave of the Arctic Sea,[],0,1338295,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",1,zh,,2024-09-01,6.194,0,7.0,86
The Killers,"[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",0,1188301,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",0,ko,tt33048542,2024-10-23,6.194,0,0.0,119
Okthanksbye,"[{'iso_3166_1': 'NL', 'name': 'Netherlands'}]",0,1046837,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",0,nl,tt21326322,2024-09-27,6.194,0,0.0,90
